run_id,task,profile,step_id,command,status,exit_code,duration_seconds,known_blocker_id,stdout_log,stderr_log,result_path
20260505T095235Z-486589d2,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.31,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095235Z-486589d2/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095235Z-486589d2/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095235Z-486589d2/step-results/task-brief-tests.json
20260505T095239Z-4c81ff89,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.244,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095239Z-4c81ff89/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095239Z-4c81ff89/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095239Z-4c81ff89/step-results/atlas-check.json
20260505T095239Z-4c81ff89,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.309,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095239Z-4c81ff89/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095239Z-4c81ff89/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095239Z-4c81ff89/step-results/git-hygiene-status.json
20260505T095239Z-4c81ff89,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.043,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095239Z-4c81ff89/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095239Z-4c81ff89/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095239Z-4c81ff89/step-results/py-compile.json
20260505T095239Z-4c81ff89,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.302,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095239Z-4c81ff89/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095239Z-4c81ff89/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095239Z-4c81ff89/step-results/task-brief-tests.json
20260505T095737Z-dcd689f3,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.312,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095737Z-dcd689f3/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095737Z-dcd689f3/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095737Z-dcd689f3/step-results/atlas-check.json
20260505T095737Z-dcd689f3,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.318,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095737Z-dcd689f3/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095737Z-dcd689f3/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095737Z-dcd689f3/step-results/git-hygiene-status.json
20260505T095737Z-dcd689f3,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.048,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095737Z-dcd689f3/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095737Z-dcd689f3/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095737Z-dcd689f3/step-results/py-compile.json
20260505T095737Z-dcd689f3,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.315,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095737Z-dcd689f3/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095737Z-dcd689f3/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095737Z-dcd689f3/step-results/task-brief-tests.json
20260505T095741Z-bd451157,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.303,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095741Z-bd451157/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095741Z-bd451157/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095741Z-bd451157/step-results/atlas-check.json
20260505T095741Z-bd451157,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.337,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095741Z-bd451157/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095741Z-bd451157/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095741Z-bd451157/step-results/git-hygiene-status.json
20260505T095741Z-bd451157,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.045,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095741Z-bd451157/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095741Z-bd451157/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095741Z-bd451157/step-results/py-compile.json
20260505T095741Z-bd451157,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.319,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095741Z-bd451157/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095741Z-bd451157/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T095741Z-bd451157/step-results/task-brief-tests.json
20260505T100227Z-201d35db,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.324,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100227Z-201d35db/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100227Z-201d35db/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100227Z-201d35db/step-results/atlas-check.json
20260505T100227Z-201d35db,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.3,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100227Z-201d35db/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100227Z-201d35db/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100227Z-201d35db/step-results/git-hygiene-status.json
20260505T100227Z-201d35db,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.045,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100227Z-201d35db/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100227Z-201d35db/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100227Z-201d35db/step-results/py-compile.json
20260505T100227Z-201d35db,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.329,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100227Z-201d35db/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100227Z-201d35db/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100227Z-201d35db/step-results/task-brief-tests.json
20260505T100231Z-c6739bdf,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.374,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100231Z-c6739bdf/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100231Z-c6739bdf/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100231Z-c6739bdf/step-results/atlas-check.json
20260505T100231Z-c6739bdf,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.327,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100231Z-c6739bdf/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100231Z-c6739bdf/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100231Z-c6739bdf/step-results/git-hygiene-status.json
20260505T100231Z-c6739bdf,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.052,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100231Z-c6739bdf/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100231Z-c6739bdf/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100231Z-c6739bdf/step-results/py-compile.json
20260505T100231Z-c6739bdf,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.383,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100231Z-c6739bdf/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100231Z-c6739bdf/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100231Z-c6739bdf/step-results/task-brief-tests.json
20260505T100241Z-4492f33e,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.261,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100241Z-4492f33e/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100241Z-4492f33e/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100241Z-4492f33e/step-results/atlas-check.json
20260505T100241Z-4492f33e,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.32,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100241Z-4492f33e/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100241Z-4492f33e/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100241Z-4492f33e/step-results/git-hygiene-status.json
20260505T100241Z-4492f33e,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.048,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100241Z-4492f33e/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100241Z-4492f33e/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100241Z-4492f33e/step-results/py-compile.json
20260505T100241Z-4492f33e,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.327,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100241Z-4492f33e/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100241Z-4492f33e/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100241Z-4492f33e/step-results/task-brief-tests.json
20260505T100244Z-69600410,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.253,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100244Z-69600410/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100244Z-69600410/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100244Z-69600410/step-results/atlas-check.json
20260505T100244Z-69600410,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.307,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100244Z-69600410/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100244Z-69600410/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100244Z-69600410/step-results/git-hygiene-status.json
20260505T100244Z-69600410,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.048,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100244Z-69600410/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100244Z-69600410/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100244Z-69600410/step-results/py-compile.json
20260505T100244Z-69600410,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.322,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100244Z-69600410/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100244Z-69600410/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T100244Z-69600410/step-results/task-brief-tests.json
20260505T100251Z-65772364,rig-agent-streaming-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,2.069,,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-65772364/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-65772364/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-65772364/step-results/atlas-check.json
20260505T100251Z-65772364,rig-agent-streaming-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.459,,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-65772364/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-65772364/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-65772364/step-results/git-hygiene-status.json
20260505T100251Z-65772364,rig-agent-streaming-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.05,,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-65772364/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-65772364/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-65772364/step-results/py-compile.json
20260505T100251Z-65772364,rig-agent-streaming-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.562,,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-65772364/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-65772364/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-65772364/step-results/task-brief-tests.json
20260505T100251Z-e5a8ef8f,rig-agent-streaming-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,2.07,,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-e5a8ef8f/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-e5a8ef8f/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-e5a8ef8f/step-results/atlas-check.json
20260505T100251Z-e5a8ef8f,rig-agent-streaming-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.461,,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-e5a8ef8f/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-e5a8ef8f/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-e5a8ef8f/step-results/git-hygiene-status.json
20260505T100251Z-e5a8ef8f,rig-agent-streaming-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.05,,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-e5a8ef8f/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-e5a8ef8f/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-e5a8ef8f/step-results/py-compile.json
20260505T100251Z-e5a8ef8f,rig-agent-streaming-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.561,,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-e5a8ef8f/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-e5a8ef8f/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-agent-streaming-bootstrap/20260505T100251Z-e5a8ef8f/step-results/task-brief-tests.json
20260505T101004Z-05f44b19,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.314,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101004Z-05f44b19/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101004Z-05f44b19/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101004Z-05f44b19/step-results/atlas-check.json
20260505T101004Z-05f44b19,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.378,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101004Z-05f44b19/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101004Z-05f44b19/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101004Z-05f44b19/step-results/git-hygiene-status.json
20260505T101004Z-05f44b19,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.047,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101004Z-05f44b19/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101004Z-05f44b19/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101004Z-05f44b19/step-results/py-compile.json
20260505T101004Z-05f44b19,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.301,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101004Z-05f44b19/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101004Z-05f44b19/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101004Z-05f44b19/step-results/task-brief-tests.json
20260505T101009Z-e31776e2,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.433,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101009Z-e31776e2/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101009Z-e31776e2/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101009Z-e31776e2/step-results/atlas-check.json
20260505T101009Z-e31776e2,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.373,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101009Z-e31776e2/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101009Z-e31776e2/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101009Z-e31776e2/step-results/git-hygiene-status.json
20260505T101009Z-e31776e2,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.088,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101009Z-e31776e2/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101009Z-e31776e2/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101009Z-e31776e2/step-results/py-compile.json
20260505T101009Z-e31776e2,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.353,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101009Z-e31776e2/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101009Z-e31776e2/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101009Z-e31776e2/step-results/task-brief-tests.json
20260505T101015Z-d7e44b3d,rig-result-ingestion-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.619,,.build/anigma-pipeline/runs/rig-result-ingestion-bootstrap/20260505T101015Z-d7e44b3d/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-result-ingestion-bootstrap/20260505T101015Z-d7e44b3d/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-result-ingestion-bootstrap/20260505T101015Z-d7e44b3d/step-results/atlas-check.json
20260505T101015Z-d7e44b3d,rig-result-ingestion-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.415,,.build/anigma-pipeline/runs/rig-result-ingestion-bootstrap/20260505T101015Z-d7e44b3d/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-result-ingestion-bootstrap/20260505T101015Z-d7e44b3d/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-result-ingestion-bootstrap/20260505T101015Z-d7e44b3d/step-results/git-hygiene-status.json
20260505T101015Z-d7e44b3d,rig-result-ingestion-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.053,,.build/anigma-pipeline/runs/rig-result-ingestion-bootstrap/20260505T101015Z-d7e44b3d/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-result-ingestion-bootstrap/20260505T101015Z-d7e44b3d/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-result-ingestion-bootstrap/20260505T101015Z-d7e44b3d/step-results/py-compile.json
20260505T101015Z-d7e44b3d,rig-result-ingestion-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.37,,.build/anigma-pipeline/runs/rig-result-ingestion-bootstrap/20260505T101015Z-d7e44b3d/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-result-ingestion-bootstrap/20260505T101015Z-d7e44b3d/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-result-ingestion-bootstrap/20260505T101015Z-d7e44b3d/step-results/task-brief-tests.json
20260505T101035Z-d7feba79,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.345,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101035Z-d7feba79/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101035Z-d7feba79/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101035Z-d7feba79/step-results/atlas-check.json
20260505T101035Z-d7feba79,rig-cli-bootstrap,local-fast,git-hygiene-status,python3 scripts/anigma_git_hygiene.py status,passed,0,0.288,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101035Z-d7feba79/logs/git-hygiene-status.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101035Z-d7feba79/logs/git-hygiene-status.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101035Z-d7feba79/step-results/git-hygiene-status.json
20260505T101035Z-d7feba79,rig-cli-bootstrap,local-fast,py-compile,python3 -m py_compile scripts/anigma_pipeline.py scripts/anigma_validate_scope.py scripts/anigma_result_contract.py scripts/anigma_common/*.py,passed,0,0.045,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101035Z-d7feba79/logs/py-compile.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101035Z-d7feba79/logs/py-compile.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101035Z-d7feba79/step-results/py-compile.json
20260505T101035Z-d7feba79,rig-cli-bootstrap,local-fast,task-brief-tests,python3 scripts/test_task_brief_generator.py,passed,0,0.363,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101035Z-d7feba79/logs/task-brief-tests.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101035Z-d7feba79/logs/task-brief-tests.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101035Z-d7feba79/step-results/task-brief-tests.json
20260505T101039Z-39f041f1,rig-cli-bootstrap,local-fast,atlas-check,python3 scripts/anigma_context_query.py --check,passed,0,1.572,,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101039Z-39f041f1/logs/atlas-check.stdout.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101039Z-39f041f1/logs/atlas-check.stderr.log,.build/anigma-pipeline/runs/rig-cli-bootstrap/20260505T101039Z-39f041f1/step-results/atlas-check.json
